"itemId";"itemName";"imageIcon";"imageFull";"itemType"
2278;"Steel axe";"";"2035";"weapon"
2279;"Black sword";"";"429";"weapon"
2280;"Adamant battleaxe";"";"66";"weapon"
2281;"Adamant crossbow";"";"73";"weapon"
2282;"Adamant dagger";"";"74";"weapon"
2283;"Adamant dart";"";"75";"weapon"
2284;"Adamant hasta";"";"83";"weapon"
2285;"Adamant axe";"";"65";"weapon"
2286;"Adamant knife";"";"125";"weapon"
2287;"Adamant longsword";"";"126";"weapon"
2288;"Adamant mace";"";"127";"weapon"
2289;"Adamant pickaxe";"";"129";"weapon"
2290;"Adamant scimitar";"";"144";"weapon"
2291;"Adamant sword";"";"152";"weapon"
2292;"Adamant thrownaxe";"";"153";"weapon"
2293;"Adamant warhammer";"";"154";"weapon"
2294;"Ahrim's staff";"";"160";"weapon"
2295;"Air battlestaff";"";"161";"weapon"
2296;"Anger battleaxe";"";"211";"weapon"
2297;"Anger mace";"";"212";"weapon"
2298;"Anger sword";"";"214";"weapon"
2299;"Apprentice wand";"";"229";"weapon"
2300;"Bronze axe";"";"521";"weapon"
2301;"Bronze dagger";"";"529";"weapon"
2302;"Bronze dart";"";"530";"weapon"
2303;"Iron dart";"";"1211";"weapon"
2304;"Bronze hasta";"";"538";"weapon"
2305;"Iron mace";"";"1225";"weapon"
2306;"Iron sickle";"";"1238";"weapon"
2307;"Bronze mace";"";"545";"weapon"
2308;"Iron thrownaxe";"";"1242";"weapon"
2309;"Bronze pickaxe";"";"547";"weapon"
2310;"Mithril battleaxe";"";"1401";"weapon"
2311;"Mithril dagger";"";"1407";"weapon"
2312;"Mithril hasta";"";"1416";"weapon"
2313;"Mithril knife";"";"1421";"weapon"
2314;"Mithril longsword";"";"1422";"weapon"
2315;"Mithril mace";"";"1423";"weapon"
2316;"Mithril pickaxe";"";"1425";"weapon"
2317;"Mithril sword";"";"1438";"weapon"
2318;"Mithril warhammer";"";"1440";"weapon"
2319;"Bronze sword";"";"560";"weapon"
2320;"Bronze warhammer";"";"562";"weapon"
2321;"Rune crossbow";"";"1776";"weapon"
2322;"Rune dart";"";"1778";"weapon"
2323;"Rune knife";"";"1794";"weapon"
2324;"Rune longsword";"";"1795";"weapon"
2325;"Rune mace";"";"1796";"weapon"
2326;"Rune pickaxe";"";"1797";"weapon"
2327;"Rune sword";"";"1824";"weapon"
2328;"Steel dagger";"";"2043";"weapon"
2329;"Steel scimitar";"";"2073";"weapon"
2330;"Steel warhammer";"";"2078";"weapon"
2331;"Barb-tail harpoon";"";"322";"weapon"
2332;"Battlestaff";"";"325";"weapon"
2333;"Beginner wand";"";"334";"weapon"
2334;"Blurite crossbow";"";"481";"weapon"
2335;"Blurite sword";"";"482";"weapon"
2336;"Bone spear";"";"497";"weapon"
2337;"Boxing gloves";"";"508";"weapon"
2338;"Brine sabre";"";"515";"weapon"
2339;"Butterfly net";"";"586";"weapon"
2340;"Cattleprod";"";"606";"weapon"
2341;"Cleaver";"";"642";"weapon"
2342;"Dark dagger";"";"704";"weapon"
2343;"Darklight";"";"712";"weapon"
2344;"Dorgeshuun crossbow";"";"777";"weapon"
2345;"Dragon battleaxe";"";"782";"weapon"
2346;"Dragon dagger";"";"791";"weapon"
2347;"Dragon dart";"";"792";"weapon"
2348;"Dramen staff";"";"837";"weapon"
2349;"Earth battlestaff";"";"846";"weapon"
2350;"Egg whisk";"";"852";"weapon"
2351;"Excalibur";"";"883";"weapon"
2352;"Falconer's glove";"";"897";"weapon"
2353;"Fire battlestaff";"";"914";"weapon"
2354;"Fremennik blade";"";"936";"weapon"
2355;"Frying pan";"";"970";"weapon"
2356;"Gnomeball";"";"1011";"weapon"
2357;"Holy water";"";"1157";"weapon"
2358;"Iban's staff";"";"1170";"weapon"
2359;"Jade machete";"";"1255";"weapon"
2360;"Keris";"";"1283";"weapon"
2361;"Lava battlestaff";"";"1298";"weapon"
2362;"Magic butterfly net";"";"1349";"weapon"
2363;"Magic staff";"";"1357";"weapon"
2364;"Maple blackjack(d)";"";"1362";"weapon"
2365;"Mud battlestaff";"";"1474";"weapon"
2366;"Oak blackjack(o)";"";"1530";"weapon"
2367;"Phoenix crossbow";"";"1593";"weapon"
2368;"Rat pole";"";"1688";"weapon"
2369;"Red chinchompa";"";"1694";"weapon"
2370;"Red topaz machete";"";"1721";"weapon"
2371;"Skewer";"";"1961";"weapon"
2372;"Skull sceptre";"";"1966";"weapon"
2373;"Staff of earth";"";"2019";"weapon"
2374;"Staff of fire";"";"2020";"weapon"
2375;"Staff of air";"";"2017";"weapon"
2376;"Staff of water";"";"2023";"weapon"
2377;"Toktz-xil-ek";"";"28";"weapon"
2378;"Toktz-xil-ul";"";"2166";"weapon"
2379;"Training sword";"";"2189";"weapon"
2380;"Void knight mace";"";"2262";"weapon"
2381;"White dagger";"";"2293";"weapon"
2382;"White longsword";"";"2302";"weapon"
2383;"White magic staff";"";"2304";"weapon"
2384;"White scimitar";"";"2310";"weapon"
2385;"Wolfbane";"";"2330";"weapon"
2386;"Zamorak staff";"";"2396";"weapon"
2387;"Rune scimitar";"";"1813";"weapon"
2388;"Blessed axe";"";"438";"weapon"
2389;"Iron knife";"";"1223";"weapon"
2390;"Rune axe";"";"1769";"weapon"
2391;"Dragon axe";"";"781";"weapon"
2392;"Mithril scimitar";"";"1435";"weapon"
2393;"Dragon longsword";"";"807";"weapon"
2394;"Rune dagger";"";"1777";"weapon"
2395;"Silver sickle";"";"1943";"weapon"
2396;"Tzhaar-ket-em";"";"2223";"weapon"
2397;"Slayer's staff";"";"1977";"weapon"
2398;"Rune thrownaxe";"";"1825";"weapon"
2399;"Black knife";"";"389";"weapon"
2400;"Mithril dart";"";"1408";"weapon"
2401;"Black dart";"";"367";"weapon"
2402;"Iron crossbow";"";"1209";"weapon"
2403;"Staff";"";"2016";"weapon"
2404;"Dragon mace";"";"808";"weapon"
2405;"White mace";"";"2303";"weapon"
2406;"Lyre";"";"874";"weapon"
2407;"Rune warhammer";"";"1826";"weapon"
2408;"Mouse toy";"";"1473";"weapon"
2409;"Mith crossbow";"";"1396";"weapon"
2410;"Silverlight";"";"1945";"weapon"
2411;"Magic secateurs";"";"1354";"weapon"
2412;"Rapier";"";"1687";"weapon"
2413;"Oak blackjack";"";"1528";"weapon"
2414;"Willow blackjack(o)";"";"2321";"weapon"
2415;"Maple blackjack(o)";"";"1363";"weapon"
2416;"Oak blackjack(d)";"";"1529";"weapon"
2417;"Willow blackjack(d)";"";"2320";"weapon"
2418;"Willow blackjack";"";"2319";"weapon"
2419;"Maple blackjack";"";"1361";"weapon"
2420;"Black axe";"";"346";"weapon"
2421;"Guthix staff";"";"1120";"weapon"
2422;"Saradomin staff";"";"1884";"weapon"
2423;"Master wand";"";"1369";"weapon"
2424;"Lunar staff";"";"1344";"weapon"
2425;"Noose wand";"";"1524";"weapon"
2426;"Karamjan monkey greegree";"";"1276";"weapon"
2427;"White battleaxe";"";"2286";"weapon"
2428;"Teacher wand";"";"2098";"weapon"
2429;"Machete";"";"1347";"weapon"
2430;"Scythe";"";"1889";"weapon"
2431;"Chinchompa";"";"618";"weapon"
2432;"Silver sickle (b)";"";"1944";"weapon"
2433;"Wooden spoon";"";"2338";"weapon"
2434;"Spork";"";"2013";"weapon"
2435;"Rolling pin";"";"1754";"weapon"
2436;"Kitchen knife";"";"1287";"weapon"
2437;"Meat tenderiser";"";"1372";"weapon"
2438;"Mystic fire staff";"";"1495";"weapon"
2439;"Rod of ivandis";"";"1747";"weapon"
2440;"Water battlestaff";"";"2278";"weapon"
2441;"White sword";"";"2312";"weapon"
2442;"White warhammer";"";"2314";"weapon"
2443;"Rune hasta";"";"1784";"weapon"
2444;"Wooden sword";"";"2339";"weapon"
2445;"Saradomin crozier";"";"1866";"weapon"
2446;"Ancient mace";"";"201";"weapon"
2447;"Beach boxing gloves";"";"326";"weapon"
2448;"Rubber chicken";"";"1759";"weapon"
2449;"Cursed goblin staff";"";"696";"weapon"
2450;"Cursed goblin hammer";"";"695";"weapon"
2451;"Cutthroat flag";"";"697";"weapon"
2452;"Mystic water staff";"";"1515";"weapon"
2453;"Mystic lava staff";"";"1503";"weapon"
2454;"Lucky cutlass";"";"1331";"weapon"
2455;"Armadyl crossbow";"";"249";"weapon"
2456;"Steam battlestaff";"";"1513";"weapon"
2457;"Mystic steam staff";"";"1513";"weapon"
2458;"Hunters' crossbow";"";"1168";"weapon"
2459;"Staff of the dead";"";"2022";"weapon"
2460;"Monkey talisman";"";"1450";"weapon"
2461;"Trollweiss";"";"2208";"weapon"
2462;"Guilded smile flag";"";"1095";"weapon"
2463;"Bronze fist flag";"";"532";"weapon"
2464;"Lucky shot flag";"";"1332";"weapon"
2465;"Treasure flag";"";"2192";"weapon"
2466;"Phasmatys flag";"";"1592";"weapon"
2467;"Glowing dagger";"";"1006";"weapon"
2468;"Snowball";"";"1995";"weapon"
2469;"Mystic mud staff";"";"1474";"weapon"
2470;"Zamorakian hasta";"";"2398";"weapon"
2471;"Mystic earth staff";"";"1494";"weapon"
2472;"Decorative sword (gold)";"";"739";"weapon"
2473;"Decorative sword (white)";"";"741";"weapon"
2474;"Decorative sword (red)";"";"740";"weapon"
2475;"Zamorak banner";"";"2370";"weapon"
2476;"Saradomin banner";"";"1860";"weapon"
2477;"Trident of the seas";"";"2204";"weapon"
2478;"Zamorak crozier";"";"2376";"weapon"
2479;"Pugel";"";"1650";"weapon"
2480;"Dragon pickaxe";"";"811";"weapon"
2481;"Abyssal tentacle";"";"57";"weapon"
2482;"Black chinchompa";"";"356";"weapon"
2483;"Harry's cutlass";"";"1139";"weapon"
2484;"Smoke battlestaff";"";"1512";"weapon"
2485;"Mystic smoke staff";"";"1512";"weapon"
2486;"Easter basket";"";"848";"weapon"
2487;"Opal machete";"";"1563";"weapon"
2488;"Black pickaxe";"";"397";"weapon"
2489;"3rd age wand";"";"51";"weapon"
2490;"Dragon cane";"";"786";"weapon"
2491;"Gilded scimitar";"";"999";"weapon"
2492;"Royal sceptre";"";"1758";"weapon"
2493;"Adamant cane";"";"70";"weapon"
2494;"3rd age longsword";"";"39";"weapon"
2495;"Black cane";"";"352";"weapon"
2496;"Rune cane";"";"1773";"weapon"
2497;"Bandos crozier";"";"287";"weapon"
2498;"Ancient crozier";"";"194";"weapon"
2499;"Armadyl crozier";"";"250";"weapon"
2500;"Iban's staff (u)";"";"1170";"weapon"
2501;"Ancient gorilla greegree";"";"199";"weapon"
2502;"Frozen abyssal whip";"";"969";"weapon"
2503;"Volcanic abyssal whip";"";"2269";"weapon"
2504;"Steam battlestaff (or)";"";"1514";"weapon"
2505;"Dragon pickaxe (or)";"";"812";"weapon"
2506;"Mystic steam staff (or)";"";"1514";"weapon"
2507;"Wilderness sword 1";"";"2315";"weapon"
2508;"Wilderness sword 2";"";"2316";"weapon"
2509;"Wilderness sword 3";"";"2317";"weapon"
2510;"Wilderness sword 4";"";"2318";"weapon"
2511;"Western banner 4";"";"2283";"weapon"
2512;"Western banner 1";"";"2280";"weapon"
2513;"Western banner 2";"";"2281";"weapon"
2514;"Western banner 3";"";"2282";"weapon"
2515;"Infernal pickaxe";"";"1188";"weapon"
2516;"Infernal axe";"";"1183";"weapon"
2517;"Zombie monkey greegree (small)";"";"2408";"weapon"
2518;"Zombie monkey greegree (big)";"";"2408";"weapon"
2519;"Ninja monkey greegree (small)";"";"1523";"weapon"
2520;"Ninja monkey greegree (medium)";"";"1523";"weapon"
2521;"Gorilla greegree";"";"331";"weapon"
2522;"Bearded gorilla greegree";"";"331";"weapon"
2523;"Abyssal dagger";"";"56";"weapon"
2524;"Green banner";"";"1055";"weapon"
2525;"Undead chicken (item)";"";"2229";"weapon"
2526;"Assorted flowers";"";"269";"weapon"
2527;"Black flowers";"";"374";"weapon"
2528;"Blue flowers";"";"459";"weapon"
2529;"Mixed flowers";"";"1441";"weapon"
2530;"Purple flowers";"";"1657";"weapon"
2531;"Red flowers";"";"1707";"weapon"
2532;"White flowers";"";"2296";"weapon"
2533;"Yellow flowers";"";"2359";"weapon"
2534;"Dragon warhammer";"";"826";"weapon"
2535;"Kruk monkey greegree";"";"1290";"weapon"
2536;"Arclight";"";"237";"weapon"
2537;"Banner (Arrav)";"";"303";"weapon"
2538;"Banner (Asgarnia)";"";"304";"weapon"
2539;"Banner (Dorgeshuun)";"";"305";"weapon"
2540;"Banner (Dragon)";"";"306";"weapon"
2541;"Banner (Fairy)";"";"307";"weapon"
2542;"Banner (Guthix)";"";"308";"weapon"
2543;"Banner (HAM)";"";"309";"weapon"
2544;"Banner (Horse)";"";"310";"weapon"
2545;"Banner (Jogre)";"";"311";"weapon"
2546;"Banner (Kandarin)";"";"312";"weapon"
2547;"Banner (Misthalin)";"";"313";"weapon"
2548;"Banner (Money)";"";"314";"weapon"
2549;"Banner (Saradomin)";"";"315";"weapon"
2550;"Banner (Skull)";"";"316";"weapon"
2551;"Banner (Varrock)";"";"317";"weapon"
2552;"Banner (Zamorak)";"";"318";"weapon"
2553;"Piscarilius banner";"";"1621";"weapon"
2554;"3rd age pickaxe";"";"41";"weapon"
2555;"Ale of the gods";"";"163";"weapon"
2556;"Crier bell";"";"685";"weapon"
2557;"Shayzien banner";"";"1899";"weapon"
2558;"Lovakengj banner";"";"1328";"weapon"
2559;"Hosidius banner";"";"1163";"weapon"
2560;"Arceuus banner";"";"231";"weapon"
2561;"Gilded hasta";"";"992";"weapon"
2562;"Dragon scimitar (or)";"";"820";"weapon"
2563;"Clueless scroll";"";"654";"weapon"
2564;"Stale baguette";"";"2024";"weapon"
2565;"Bruma torch";"";"27";"weapon"
2566;"Dust battlestaff";"";"842";"weapon"
2567;"Mystic dust staff";"";"842";"weapon"
2568;"Mystic mist staff";"";"1395";"weapon"
2569;"Killer's knife";"";"1169";"weapon"
2570;"Hunting knife";"";"1169";"weapon"
2571;"Dragon harpoon";"";"799";"weapon"
2572;"Dragon sword";"";"824";"weapon"
2573;"Dragon hunter crossbow";"";"801";"weapon"
2574;"Dragon thrownaxe";"";"825";"weapon"
2575;"Kodai wand";"";"1289";"weapon"
2576;"Infernal harpoon";"";"1185";"weapon"
2577;"Dragon crossbow";"";"790";"weapon"
2578;"Lava battlestaff (or)";"";"1299";"weapon"
2579;"Mystic lava staff (or)";"";"1299";"weapon"
2580;"Birthday balloons";"";"343";"weapon"
2581;"Slayer's staff (e)";"";"1978";"weapon"
2582;"Skull sceptre (i)";"";"1966";"weapon"
2583;"Hand fan";"";"1131";"weapon"
2584;"Lunar staff - pt1";"";"837";"weapon"
2585;"Lunar staff - pt2";"";"837";"weapon"
2586;"Lunar staff - pt3";"";"837";"weapon"
2587;"Granite longsword";"";"1043";"weapon"
2588;"Heat-proof vessel";"";"1143";"weapon"
2589;"Granite hammer";"";"1040";"weapon"
2590;"Staff of light";"";"2021";"weapon"
2591;"Trident of the seas (e)";"";"2205";"weapon"
2592;"Trident of the swamp (e)";"";"2207";"weapon"
2593;"Prop sword";"";"1641";"weapon"
2594;"Ghrazi rapier";"";"982";"weapon"
2595;"Sanguinesti staff";"";"1845";"weapon"
2596;"Starter sword";"";"2028";"weapon"
2597;"Starter staff";"";"2027";"weapon"
2598;"Peaceful handegg";"";"1578";"weapon"
2599;"Holy handegg";"";"1154";"weapon"
2600;"Chaotic handegg";"";"611";"weapon"
2601;"Bryophyta's staff";"";"573";"weapon"
2602;"Ivandis flail";"";"1247";"weapon"
2603;"Emerald sickle (b)";"";"872";"weapon"
2604;"Enchanted emerald sickle (b)";"";"872";"weapon"
2605;"Dawnbringer";"";"713";"weapon"
2606;"Fox (Recruitment Drive)";"";"933";"weapon"
2607;"Thammaron's sceptre";"";"2157";"weapon"
2608;"Viggora's chainmace";"";"2244";"weapon"
2609;"Vesta's longsword";"";"2241";"weapon"
2610;"Statius's warhammer";"";"2032";"weapon"
2611;"Morrigan's throwing axe";"";"1463";"weapon"
2612;"Morrigan's javelin";"";"1460";"weapon"
2613;"Zuriel's staff";"";"2414";"weapon"
2614;"Mud pie";"";"1475";"weapon"
2615;"Eek";"";"850";"weapon"
2616;"Dragon hasta";"";"800";"weapon"
2617;"Dragon knife";"";"806";"weapon"
2618;"Dragon hunter lance";"";"802";"weapon"
2619;"Candy cane";"";"594";"weapon"
2620;"Cormorant's glove";"";"663";"weapon"
2621;"Golden tench";"";"1025";"weapon"
2622;"Pearl fly fishing rod";"";"1585";"weapon"
2623;"Pearl barbarian rod";"";"1579";"weapon"
2624;"Pearl fishing rod";"";"1584";"weapon"
2625;"Birthday cake";"";"344";"weapon"
2626;"Guthix crozier";"";"1105";"weapon"
2627;"Steel dart";"";"2044";"weapon"
2628;"Steel hasta";"";"2053";"weapon"
2629;"Black longsword";"";"391";"weapon"
2630;"Ancient staff";"";"208";"weapon"
2631;"Iron longsword";"";"1224";"weapon"
2632;"Bronze scimitar";"";"557";"weapon"
2633;"Mithril thrownaxe";"";"1439";"weapon"
2634;"Bone club";"";"495";"weapon"
2635;"Bone dagger";"";"496";"weapon"
2636;"Mystic air staff";"";"1489";"weapon"
2637;"Toktz-xil-ak";"";"2165";"weapon"
2638;"Enchanted lyre";"";"874";"weapon"
2639;"Leaf-bladed sword";"";"1304";"weapon"
2640;"Toxic staff of the dead";"";"2185";"weapon"
2641;"Black warhammer";"";"432";"weapon"
2642;"Abyssal whip";"";"58";"weapon"
2643;"Orange flowers";"";"1568";"weapon"
2644;"Zombie head (Treasure Trails)";"";"2406";"weapon"
2645;"Mist battlestaff";"";"1395";"weapon"
2646;"Leaf-bladed battleaxe";"";"1302";"weapon"
2647;"Bronze longsword";"";"544";"weapon"
2648;"Oily pearl fishing rod";"";"1547";"weapon"
2649;"3rd age axe";"";"4";"weapon"
2650;"Rune battleaxe";"";"1770";"weapon"
2651;"Bronze knife";"";"543";"weapon"
2652;"Rain bow";"";"1676";"weapon"
2653;"Ham joint";"";"1127";"weapon"
2654;"Staff of bob the cat";"";"2018";"weapon"
2655;"Gilded pickaxe";"";"995";"weapon"
2656;"Gilded axe";"";"986";"weapon"
2657;"3rd age druidic staff";"";"36";"weapon"
2658;"Rune scimitar (guthix)";"";"1814";"weapon"
2659;"Rune scimitar (saradomin)";"";"1815";"weapon"
2660;"Rune scimitar (zamorak)";"";"1816";"weapon"
2661;"Trident of the swamp";"";"2206";"weapon"
2662;"Bronze battleaxe";"";"522";"weapon"
2663;"Dragon scimitar";"";"819";"weapon"
2664;"Black mace";"";"392";"weapon"
2665;"Black scimitar";"";"416";"weapon"
2666;"Black dagger";"";"366";"weapon"
2667;"Black battleaxe";"";"347";"weapon"
2668;"Enchanted lyre(i)";"";"874";"weapon"
2669;"Bronze boots";"";"524";"feet"
2670;"Iron boots";"";"1205";"feet"
2671;"Steel boots";"";"2038";"feet"
2672;"Black boots";"";"350";"feet"
2673;"Adamant boots";"";"68";"feet"
2674;"Mithril boots";"";"1403";"feet"
2675;"Rune boots";"";"1771";"feet"
2676;"Boots of lightness";"";"505";"feet"
2677;"Builder's boots";"";"577";"feet"
2678;"Desert boots";"";"750";"feet"
2679;"Fancy boots";"";"898";"feet"
2680;"Fighting boots";"";"913";"feet"
2681;"Frog-leather boots";"";"967";"feet"
2682;"Gardening boots";"";"973";"feet"
2683;"Ghostly boots";"";"975";"feet"
2684;"Insulated boots";"";"1198";"feet"
2685;"Leather boots";"";"1307";"feet"
2686;"Lumberjack boots";"";"1333";"feet"
2687;"Ham boots";"";"1123";"feet"
2688;"Mime boots";"";"1382";"feet"
2689;"Moonclan boots";"";"1453";"feet"
2690;"Ranger boots";"";"1680";"feet"
2691;"Runner boots";"";"1831";"feet"
2692;"Shoes (Spirits of the Elid)";"";"1930";"feet"
2693;"Skeleton boots";"";"1956";"feet"
2694;"Slave boots";"";"1967";"feet"
2695;"Snakeskin boots";"";"1985";"feet"
2696;"Spined boots";"";"2003";"feet"
2697;"Splitbark boots";"";"2010";"feet"
2698;"White boots";"";"2289";"feet"
2699;"Climbing boots";"";"643";"feet"
2700;"Chicken feet";"";"614";"feet"
2701;"Spiked boots";"";"1999";"feet"
2702;"Mystic boots (dark)";"";"1491";"feet"
2703;"Wizard boots";"";"2327";"feet"
2704;"Infinity boots";"";"1189";"feet"
2705;"Mystic boots (light)";"";"1493";"feet"
2706;"Flippers";"";"931";"feet"
2707;"Rock-shell boots";"";"1742";"feet"
2708;"Skeletal boots";"";"1951";"feet"
2709;"Bandos boots";"";"281";"feet"
2710;"Vyrewatch shoes";"";"2271";"feet"
2711;"Citizen shoes";"";"638";"feet"
2712;"Silly jester boots";"";"1937";"feet"
2713;"Granite boots";"";"1038";"feet"
2714;"Graceful boots";"";"1030";"feet"
2715;"Lunar boots";"";"1338";"feet"
2716;"Rogue boots";"";"1748";"feet"
2717;"Mourner boots";"";"1468";"feet"
2718;"Zombie boots";"";"2404";"feet"
2719;"Pirate boots";"";"1612";"feet"
2720;"Prospector boots";"";"1646";"feet"
2722;"Villager sandals (blue)";"";"2257";"feet"
2723;"Villager sandals (yellow)";"";"2260";"feet"
2724;"Villager sandals (pink)";"";"2259";"feet"
2725;"Villager sandals (brown)";"";"2258";"feet"
2726;"Gilded boots";"";"987";"feet"
2727;"Holy sandals";"";"1155";"feet"
2728;"Fremennik boots";"";"939";"feet"
2729;"Santa boots";"";"1846";"feet"
2730;"Antisanta boots";"";"224";"feet"
2731;"Cow shoes";"";"671";"feet"
2732;"Fremennik sea boots 4";"";"958";"feet"
2733;"Fremennik sea boots 2";"";"956";"feet"
2734;"Fremennik sea boots 3";"";"957";"feet"
2735;"Eternal boots";"";"877";"feet"
2736;"Pegasian boots";"";"1586";"feet"
2737;"Primordial boots";"";"1635";"feet"
2738;"Angler boots";"";"215";"feet"
2739;"Pink boots";"";"1596";"feet"
2740;"Green boots";"";"1057";"feet"
2741;"Turquoise boots";"";"2212";"feet"
2742;"Cream boots";"";"681";"feet"
2743;"Blue boots";"";"444";"feet"
2744;"Purple boots";"";"1651";"feet"
2745;"Teal boots";"";"2099";"feet"
2746;"Yellow boots";"";"2357";"feet"
2747;"Red boots";"";"1691";"feet"
2748;"Grey boots";"";"1084";"feet"
2749;"Gravedigger boots";"";"1049";"feet"
2750;"Shayzien boots (1)";"";"1900";"feet"
2751;"Shayzien boots (2)";"";"1901";"feet"
2752;"Shayzien boots (3)";"";"1902";"feet"
2753;"Shayzien boots (4)";"";"1903";"feet"
2754;"Shayzien boots (5)";"";"1904";"feet"
2755;"Farmer's boots";"";"900";"feet"
2756;"Clue hunter boots";"";"649";"feet"
2757;"Samurai boots";"";"1838";"feet"
2758;"Mummy's feet";"";"1478";"feet"
2759;"Ankou socks";"";"219";"feet"
2760;"Zamorak d'hide boots";"";"2378";"feet"
2761;"Saradomin d'hide boots";"";"1868";"feet"
2762;"Armadyl d'hide boots";"";"252";"feet"
2763;"Bandos d'hide boots";"";"289";"feet"
2764;"Guthix d'hide boots";"";"1107";"feet"
2765;"Ancient d'hide boots";"";"196";"feet"
2766;"Light tuxedo shoes";"";"1325";"feet"
2767;"Dark tuxedo shoes";"";"711";"feet"
2768;"Evil chicken feet";"";"879";"feet"
2769;"Pyromancer boots";"";"1666";"feet"
2770;"Snow imp costume feet";"";"1990";"feet"
2771;"Dragon boots (g)";"";"785";"feet"
2772;"Clown shoes";"";"647";"feet"
2773;"Boots of stone";"";"506";"feet"
2774;"Boots of brimstone";"";"503";"feet"
2775;"Devout boots";"";"760";"feet"
2776;"Mystic boots (dusk)";"";"1492";"feet"
2777;"Ornate boots";"";"1570";"feet"
2778;"Mystic boots";"";"1490";"feet"
2779;"Guardian boots";"";"1094";"feet"
2780;"Dragon boots";"";"784";"feet"
2781;"Boots of darkness";"";"504";"feet"
2782;"Fremennik sea boots 1";"";"955";"feet"
2783;"Bunny feet";"";"581";"feet"
2784;"Mole slippers";"";"1442";"feet"
2785;"Frog slippers";"";"965";"feet"
2786;"Bear feet";"";"330";"feet"
2787;"Demon feet";"";"746";"feet"
2788;"Spiked manacles";"";"2000";"feet"
2789;"Climbing boots (g)";"";"644";"feet"
2790;"Opal bolts";"";"1558";"ammo"
2791;"Barbed bolts";"";"17";"ammo"
2792;"Opal bolts (e)";"";"1559";"ammo"
2793;"Bronze javelin";"";"539";"ammo"
2794;"Pearl bolts (e)";"";"1581";"ammo"
2795;"Pearl bolts";"";"1580";"ammo"
2796;"Steel javelin";"";"2055";"ammo"
2797;"Steel brutal";"";"2039";"ammo"
2798;"Bronze bolts";"";"523";"ammo"
2799;"Steel bolts";"";"2037";"ammo"
2800;"Iron bolts";"";"1204";"ammo"
2801;"Adamant bolts";"";"67";"ammo"
2802;"Adamant javelin";"";"105";"ammo"
2803;"Bronze arrow";"";"520";"ammo"
2804;"Bronze brutal";"";"525";"ammo"
2805;"Bronze fire arrows";"";"6";"ammo"
2806;"Iron arrow";"";"1201";"ammo"
2807;"Iron javelin";"";"1219";"ammo"
2808;"Mithril arrow";"";"1399";"ammo"
2809;"Mithril bolts";"";"1402";"ammo"
2810;"Mithril javelin";"";"1417";"ammo"
2811;"Rune arrow";"";"1768";"ammo"
2812;"Rune javelin";"";"1790";"ammo"
2813;"Steel arrow";"";"2034";"ammo"
2814;"Blurite bolts";"";"480";"ammo"
2815;"Bolt rack";"";"491";"ammo"
2816;"Diamond bolts";"";"765";"ammo"
2817;"Diamond bolts (e)";"";"766";"ammo"
2818;"Dragon arrow";"";"780";"ammo"
2819;"Dragonstone bolts";"";"831";"ammo"
2820;"Emerald bolts";"";"865";"ammo"
2821;"Emerald bolts (e)";"";"866";"ammo"
2822;"Guam tar";"";"1093";"ammo"
2823;"Ice arrows";"";"1171";"ammo"
2824;"Jade bolts";"";"1250";"ammo"
2825;"Kebbit bolts";"";"1282";"ammo"
2826;"Long kebbit bolts";"";"1326";"ammo"
2827;"Marrentill tar";"";"1367";"ammo"
2828;"Ruby bolts";"";"1761";"ammo"
2829;"Ruby bolts (e)";"";"1762";"ammo"
2830;"Runite bolts";"";"1830";"ammo"
2831;"Sapphire bolts";"";"1853";"ammo"
2832;"Sapphire bolts (e)";"";"1854";"ammo"
2833;"Silver bolts";"";"1941";"ammo"
2834;"Training arrows";"";"2186";"ammo"
2835;"Jade bolts (e)";"";"1251";"ammo"
2836;"Dragonstone bolts (e)";"";"832";"ammo"
2837;"Onyx bolts";"";"1551";"ammo"
2838;"Topaz bolts";"";"2171";"ammo"
2839;"Mith grapple";"";"1397";"ammo"
2840;"Rune brutal";"";"1772";"ammo"
2841;"Iron brutal";"";"1206";"ammo"
2842;"Broad arrows";"";"516";"ammo"
2843;"Iron fire arrows";"";"6";"ammo"
2844;"Topaz bolts (e)";"";"2172";"ammo"
2845;"Tarromin tar";"";"2097";"ammo"
2846;"Harralander tar";"";"24";"ammo"
2847;"Broad bolts";"";"517";"ammo"
2848;"Adamant brutal";"";"69";"ammo"
2849;"Black brutal";"";"351";"ammo"
2850;"Ogre arrow";"";"1545";"ammo"
2851;"Rune fire arrows";"";"6";"ammo"
2852;"Steel fire arrows";"";"6";"ammo"
2853;"Mithril fire arrows";"";"6";"ammo"
2854;"Adamant fire arrows";"";"77";"ammo"
2855;"Dragon fire arrows";"";"795";"ammo"
2856;"Dragon javelin";"";"803";"ammo"
2857;"Holy blessing";"";"1153";"ammo"
2858;"Peaceful blessing";"";"1577";"ammo"
2859;"Honourable blessing";"";"1159";"ammo"
2860;"War blessing";"";"2273";"ammo"
2861;"Ancient blessing";"";"189";"ammo"
2862;"Amethyst arrow";"";"164";"ammo"
2863;"Amethyst fire arrows";"";"6";"ammo"
2864;"Dragon bolts";"";"783";"ammo"
2865;"Diamond dragon bolts (e)";"";"769";"ammo"
2866;"Opal dragon bolts (e)";"";"1562";"ammo"
2867;"Jade dragon bolts (e)";"";"1254";"ammo"
